match_id,code_a,code_b,embedding_similarity,confidence_score,verdict,safety_flags,is_ground_truth_match,explanation
MATCH-ONGC-VAL-1144-GAIL-VAL-1145,ONGC-VAL-1144,GAIL-VAL-1145,0.3634,0.8299,likely_duplicate,,True,Likely duplicate (83.0% confidence). Material type matches (VALVE); Dimension matches (25.4 mm); Grade matches (A105); Sub-type matches (GLOBE); Pressure class matches (CLASS 800); Standard matches (ASTM A105).
MATCH-ONGC-VAL-1144-ONGC-FLA-1234,ONGC-VAL-1144,ONGC-FLA-1234,0.3553,0.0711,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'VALVE' vs 'FLANGE'; Incompatible sub-types: 'GLOBE' vs 'SWRF'; Dimension variance exceeds safety threshold: 25.4mm vs 50.8mm; Pressure rating conflict: 'CLASS 800' vs 'CLASS 300'. Semantic text similarity was 35.5%, but technical specifications strictly prohibit merging."
MATCH-ONGC-VAL-1144-ONGC-FLA-1214,ONGC-VAL-1144,ONGC-FLA-1214,0.3408,0.0682,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'VALVE' vs 'FLANGE'; Incompatible sub-types: 'GLOBE' vs 'SORF'; Dimension variance exceeds safety threshold: 25.4mm vs 101.6mm; Pressure rating conflict: 'CLASS 800' vs 'CLASS 150'. Semantic text similarity was 34.1%, but technical specifications strictly prohibit merging."
MATCH-ONGC-VAL-1144-ONGC-VAL-1130,ONGC-VAL-1144,ONGC-VAL-1130,0.3166,0.0633,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'GLOBE' vs 'BALL'; Grade/metallurgy mismatch: 'A105' vs 'CF8M'; Dimension variance exceeds safety threshold: 25.4mm vs 50.8mm; Pressure rating conflict: 'CLASS 800' vs 'CLASS 150'; Different governing standards: 'ASTM A105' vs 'API 608'. Semantic text similarity was 31.7%, but technical specifications strictly prohibit merging."
MATCH-ONGC-VAL-1144-ONGC-FLA-1433,ONGC-VAL-1144,ONGC-FLA-1433,0.3018,0.0604,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'VALVE' vs 'FLANGE'; Incompatible sub-types: 'GLOBE' vs 'WNRF'; Dimension variance exceeds safety threshold: 25.4mm vs 101.6mm; Pressure rating conflict: 'CLASS 800' vs 'CLASS 600'. Semantic text similarity was 30.2%, but technical specifications strictly prohibit merging."
MATCH-ONGC-VAL-1144-ONGC-FLA-1173,ONGC-VAL-1144,ONGC-FLA-1173,0.3002,0.06,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'VALVE' vs 'FLANGE'; Incompatible sub-types: 'GLOBE' vs 'WNRF'; Pressure rating conflict: 'CLASS 800' vs 'CLASS 150'. Semantic text similarity was 30.0%, but technical specifications strictly prohibit merging."
MATCH-ONGC-VAL-1144-ONGC-VAL-1096,ONGC-VAL-1144,ONGC-VAL-1096,0.2981,0.0596,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'GLOBE' vs 'GATE'; Grade/metallurgy mismatch: 'A105' vs 'A216 WCB'; Dimension variance exceeds safety threshold: 25.4mm vs 101.6mm; Pressure rating conflict: 'CLASS 800' vs 'CLASS 150'; Different governing standards: 'ASTM A105' vs 'ASTM A216'. Semantic text similarity was 29.8%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-ONGC-GAS-1247,ONGC-GAS-1260,ONGC-GAS-1247,0.7573,0.1515,not_duplicate,GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 300'. Semantic text similarity was 75.7%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-GAIL-GAS-1264,ONGC-GAS-1260,GAIL-GAS-1264,0.594,0.1188,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 50.8mm vs 101.6mm. Semantic text similarity was 59.4%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-GAIL-GAS-1243,ONGC-GAS-1260,GAIL-GAS-1243,0.5932,0.1186,not_duplicate,GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'. Semantic text similarity was 59.3%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-GAIL-GAS-1250,ONGC-GAS-1260,GAIL-GAS-1250,0.5787,0.1157,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 50.8mm vs 76.2mm. Semantic text similarity was 57.9%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-ONGC-GAS-1288,ONGC-GAS-1260,ONGC-GAS-1288,0.565,0.113,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 50.8mm vs 203.2mm. Semantic text similarity was 56.5%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-IOCL-GAS-1257,ONGC-GAS-1260,IOCL-GAS-1257,0.5633,0.1127,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 50.8mm vs 150.0mm. Semantic text similarity was 56.3%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-IOCL-GAS-1287,ONGC-GAS-1260,IOCL-GAS-1287,0.5424,0.1085,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 50.8mm vs 200.0mm. Semantic text similarity was 54.2%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-GAIL-GAS-1440,ONGC-GAS-1260,GAIL-GAS-1440,0.5265,0.1053,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 50.8mm vs 101.6mm; Pressure rating conflict: 'CLASS 150' vs 'CLASS 300'. Semantic text similarity was 52.6%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-BPCL-GAS-1438,ONGC-GAS-1260,BPCL-GAS-1438,0.5177,0.1035,not_duplicate,GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 600'. Semantic text similarity was 51.8%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-IOCL-GAS-1265,ONGC-GAS-1260,IOCL-GAS-1265,0.5127,0.1025,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 50.8mm vs 101.6mm. Semantic text similarity was 51.3%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-ONGC-GAS-1255,ONGC-GAS-1260,ONGC-GAS-1255,0.5111,0.1022,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 50.8mm vs 101.6mm. Semantic text similarity was 51.1%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1260-ONGC-GAS-1437,ONGC-GAS-1260,ONGC-GAS-1437,0.5061,0.1012,not_duplicate,GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 600'. Semantic text similarity was 50.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-BPCL-PIP-1053,IOCL-PIP-1060,BPCL-PIP-1053,0.6374,0.1275,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 50.0mm. Semantic text similarity was 63.7%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-BPCL-PIP-1049,IOCL-PIP-1060,BPCL-PIP-1049,0.6357,0.1271,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 25.0mm. Semantic text similarity was 63.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-PIP-1046,IOCL-PIP-1060,IOCL-PIP-1046,0.5599,0.112,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 152.4mm vs 101.6mm. Semantic text similarity was 56.0%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-PIP-1016,IOCL-PIP-1060,IOCL-PIP-1016,0.5265,0.1053,not_duplicate,DIMENSION_MISMATCH;SCHEDULE_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs 'GR B'; Dimension variance exceeds safety threshold: 152.4mm vs 100.0mm; Wall thickness / schedule conflict: 'SCH40S' vs 'SCH40'; Different governing standards: 'ASTM A312' vs 'ASTM A106'. Semantic text similarity was 52.7%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-FIT-1410,IOCL-PIP-1060,IOCL-FIT-1410,0.4704,0.0941,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;SCHEDULE_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'PIPE' vs 'FITTING'; Grade/metallurgy mismatch: '316' vs 'WPB'; Dimension variance exceeds safety threshold: 152.4mm vs 203.2mm; Wall thickness / schedule conflict: 'SCH40S' vs 'SCH40'; Different governing standards: 'ASTM A312' vs 'ASTM A234'. Semantic text similarity was 47.0%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-PIP-1415,IOCL-PIP-1060,IOCL-PIP-1415,0.4403,0.0881,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 50.0mm. Semantic text similarity was 44.0%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-VAL-1118,IOCL-PIP-1060,IOCL-VAL-1118,0.4359,0.0872,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'PIPE' vs 'VALVE'; Grade/metallurgy mismatch: '316' vs 'A216 WCB'; Dimension variance exceeds safety threshold: 152.4mm vs 50.8mm; Different governing standards: 'ASTM A312' vs 'ASTM A216'. Semantic text similarity was 43.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-PIP-1055,IOCL-PIP-1060,IOCL-PIP-1055,0.4277,0.0855,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 80.0mm. Semantic text similarity was 42.8%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-GAIL-PIP-1043,IOCL-PIP-1060,GAIL-PIP-1043,0.4118,0.0824,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 152.4mm vs 50.0mm. Semantic text similarity was 41.2%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-GAS-1285,IOCL-PIP-1060,IOCL-GAS-1285,0.398,0.0796,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'PIPE' vs 'GASKET'; Dimension variance exceeds safety threshold: 152.4mm vs 101.6mm; Different governing standards: 'ASTM A312' vs 'ASME B16.20'. Semantic text similarity was 39.8%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-ONGC-PIP-1039,IOCL-PIP-1060,ONGC-PIP-1039,0.3924,0.0785,not_duplicate,DIMENSION_MISMATCH;SCHEDULE_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 152.4mm vs 25.4mm; Wall thickness / schedule conflict: 'SCH40S' vs 'SCH10S'. Semantic text similarity was 39.2%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-ONGC-PIP-1057,IOCL-PIP-1060,ONGC-PIP-1057,0.3556,0.0711,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 76.2mm. Semantic text similarity was 35.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-VAL-1129,IOCL-PIP-1060,IOCL-VAL-1129,0.3389,0.0678,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'PIPE' vs 'VALVE'; Grade/metallurgy mismatch: '316' vs 'A216 WCB'; Dimension variance exceeds safety threshold: 152.4mm vs 101.6mm; Different governing standards: 'ASTM A312' vs 'ASTM A216'. Semantic text similarity was 33.9%, but technical specifications strictly prohibit merging."
MATCH-IOCL-PIP-1060-IOCL-PIP-1050,IOCL-PIP-1060,IOCL-PIP-1050,0.3184,0.0637,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 25.4mm. Semantic text similarity was 31.8%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-GAIL-PIP-1443,GAIL-PIP-1023,GAIL-PIP-1443,0.7924,0.1585,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 127.0mm. Semantic text similarity was 79.2%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-IOCL-PIP-1013,GAIL-PIP-1023,IOCL-PIP-1013,0.7722,0.1544,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 80.0mm. Semantic text similarity was 77.2%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-BPCL-PIP-1004,GAIL-PIP-1023,BPCL-PIP-1004,0.7708,0.1542,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 25.0mm. Semantic text similarity was 77.1%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-BPCL-PIP-1001,GAIL-PIP-1023,BPCL-PIP-1001,0.7535,0.1507,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 15.0mm. Semantic text similarity was 75.4%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-BPCL-PIP-1026,GAIL-PIP-1023,BPCL-PIP-1026,0.6996,0.1399,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 200.0mm. Semantic text similarity was 70.0%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-GAIL-PIP-1441,GAIL-PIP-1023,GAIL-PIP-1441,0.695,0.139,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 63.5mm. Semantic text similarity was 69.5%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-IOCL-PIP-1029,GAIL-PIP-1023,IOCL-PIP-1029,0.6929,0.1386,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 250.0mm. Semantic text similarity was 69.3%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-IOCL-PIP-1016,GAIL-PIP-1023,IOCL-PIP-1016,0.5385,0.1077,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 100.0mm. Semantic text similarity was 53.8%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-GAIL-PIP-1032,GAIL-PIP-1023,GAIL-PIP-1032,0.5194,0.1039,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 250.0mm. Semantic text similarity was 51.9%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-IOCL-PIP-1036,GAIL-PIP-1023,IOCL-PIP-1036,0.5099,0.102,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 304.8mm. Semantic text similarity was 51.0%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-IOCL-PIP-1010,GAIL-PIP-1023,IOCL-PIP-1010,0.5016,0.1003,not_duplicate,DIMENSION_MISMATCH;SCHEDULE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 50.0mm; Wall thickness / schedule conflict: 'SCH40' vs 'SCH80'. Semantic text similarity was 50.2%, but technical specifications strictly prohibit merging."
MATCH-GAIL-PIP-1023-ONGC-PIP-1033,GAIL-PIP-1023,ONGC-PIP-1033,0.42,0.084,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 152.4mm vs 304.8mm. Semantic text similarity was 42.0%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-BPCL-GAS-1283,IOCL-GAS-1285,BPCL-GAS-1283,0.6477,0.9059,likely_duplicate,,True,Likely duplicate (90.6% confidence). Material type matches (GASKET); Dimension matches (101.6 mm); Grade matches (316); Sub-type matches (RTJ); Pressure class matches (CLASS 600); Standard matches (ASME B16.20).
MATCH-IOCL-GAS-1285-GAIL-GAS-1284,IOCL-GAS-1285,GAIL-GAS-1284,0.501,0.8667,likely_duplicate,,True,Likely duplicate (86.7% confidence). Material type matches (GASKET); Dimension matches (101.6 mm); Grade matches (316); Sub-type matches (RTJ); Pressure class matches (CLASS 600); Standard matches (ASME B16.20).
MATCH-IOCL-GAS-1285-IOCL-GAS-1265,IOCL-GAS-1285,IOCL-GAS-1265,0.4852,0.097,not_duplicate,SUBTYPE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 48.5%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-IOCL-GAS-1291,IOCL-GAS-1285,IOCL-GAS-1291,0.3736,0.0747,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Grade/metallurgy mismatch: '316' vs '304'; Dimension variance exceeds safety threshold: 101.6mm vs 25.0mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 300'. Semantic text similarity was 37.4%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-GAIL-GAS-1261,IOCL-GAS-1285,GAIL-GAS-1261,0.3733,0.0747,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 37.3%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-IOCL-VAL-1118,IOCL-GAS-1285,IOCL-VAL-1118,0.3669,0.0734,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'GASKET' vs 'VALVE'; Incompatible sub-types: 'RTJ' vs 'BALL'; Grade/metallurgy mismatch: '316' vs 'A216 WCB'; Dimension variance exceeds safety threshold: 101.6mm vs 50.8mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'; Different governing standards: 'ASME B16.20' vs 'ASTM A216'. Semantic text similarity was 36.7%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-BPCL-GAS-1268,IOCL-GAS-1285,BPCL-GAS-1268,0.3557,0.0711,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 35.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-GAIL-PIP-1059,IOCL-GAS-1285,GAIL-PIP-1059,0.3491,0.0698,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'GASKET' vs 'PIPE'; Dimension variance exceeds safety threshold: 101.6mm vs 152.4mm; Different governing standards: 'ASME B16.20' vs 'ASTM A312'. Semantic text similarity was 34.9%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-GAIL-GAS-1267,IOCL-GAS-1285,GAIL-GAS-1267,0.3329,0.0666,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Dimension variance exceeds safety threshold: 101.6mm vs 50.8mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 33.3%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-IOCL-GAS-1262,IOCL-GAS-1285,IOCL-GAS-1262,0.3259,0.0652,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Dimension variance exceeds safety threshold: 101.6mm vs 50.8mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 32.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-IOCL-PIP-1016,IOCL-GAS-1285,IOCL-PIP-1016,0.3232,0.0646,not_duplicate,TYPE_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'GASKET' vs 'PIPE'; Grade/metallurgy mismatch: '316' vs 'GR B'; Different governing standards: 'ASME B16.20' vs 'ASTM A106'. Semantic text similarity was 32.3%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1285-BPCL-GAS-1259,IOCL-GAS-1285,BPCL-GAS-1259,0.3115,0.0623,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 31.2%, but technical specifications strictly prohibit merging."
MATCH-BPCL-GAS-1282-GAIL-GAS-1279,BPCL-GAS-1282,GAIL-GAS-1279,0.8559,0.9615,likely_duplicate,,True,Likely duplicate (96.2% confidence). Material type matches (GASKET); Dimension matches (50.0 mm); Grade matches (ARMCO); Sub-type matches (RTJ); Pressure class matches (CLASS 600); Standard matches (ASME B16.20).
MATCH-BPCL-GAS-1282-IOCL-GAS-1280,BPCL-GAS-1282,IOCL-GAS-1280,0.6953,0.9186,likely_duplicate,,True,Likely duplicate (91.9% confidence). Material type matches (GASKET); Dimension matches (50.0 mm); Grade matches (ARMCO); Sub-type matches (RTJ); Pressure class matches (CLASS 600); Standard matches (ASME B16.20).
MATCH-BPCL-GAS-1282-ONGC-GAS-1281,BPCL-GAS-1282,ONGC-GAS-1281,0.3801,0.7733,possible_duplicate,,True,Possible duplicate (77.3% confidence). Material type matches (GASKET); Dimension matches (50.0 mm); Grade matches (ARMCO); Sub-type matches (RTJ); Pressure class matches (CLASS 600). Procurement officer verification recommended.
MATCH-BPCL-GAS-1282-BPCL-GAS-1283,BPCL-GAS-1282,BPCL-GAS-1283,0.3292,0.0658,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'ARMCO' vs '316'; Dimension variance exceeds safety threshold: 50.0mm vs 100.0mm. Semantic text similarity was 32.9%, but technical specifications strictly prohibit merging."
MATCH-BPCL-GAS-1282-BPCL-GAS-1245,BPCL-GAS-1282,BPCL-GAS-1245,0.2831,0.0566,not_duplicate,SUBTYPE_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Grade/metallurgy mismatch: 'ARMCO' vs '304'; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 28.3%, but technical specifications strictly prohibit merging."
MATCH-BPCL-GAS-1282-GAIL-GAS-1284,BPCL-GAS-1282,GAIL-GAS-1284,0.2431,0.0486,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'ARMCO' vs '316'; Dimension variance exceeds safety threshold: 50.0mm vs 101.6mm. Semantic text similarity was 24.3%, but technical specifications strictly prohibit merging."
MATCH-BPCL-GAS-1282-IOCL-GAS-1252,BPCL-GAS-1282,IOCL-GAS-1252,0.2405,0.0481,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'RTJ' vs 'SWG'; Grade/metallurgy mismatch: 'ARMCO' vs '304'; Dimension variance exceeds safety threshold: 50.0mm vs 76.2mm; Pressure rating conflict: 'CLASS 600' vs 'CLASS 150'. Semantic text similarity was 24.1%, but technical specifications strictly prohibit merging."
